user_id,age,level,sex,orders,values,recent_date
338,26,High,Male,454,94936,2018/4/29 12:24:28
2753,40,High,Male,221,174395,2018/4/29 12:24:28
3272,31,High,Female,902,189461,2018/4/29 12:24:28
4183,27,High,Male,597,233724,2018/4/29 12:24:28
4190,54,High,Male,267,174865,2018/4/29 12:24:28
4816,41,High,Male,405,363591,2018/4/29 12:24:28
5445,60,Low,Male,321,63296,2018/4/29 12:24:28
6297,42,High,Female,160,132633,2018/4/29 12:24:28
6869,21,High,Male,268,116788,2018/4/29 12:24:28
2061,25,High,Male,991,305449,2018/4/30 12:24:28
3779,20,High,Female,345,196745,2018/4/30 12:24:28
5712,48,High,Male,853,498325,2018/4/30 12:24:28
5954,22,High,Male,789,505980,2018/4/30 12:24:28
6447,37,High,Male,224,188774,2018/4/30 12:24:28
8582,43,High,Female,167,94937,2018/4/30 12:24:28
8913,20,High,Male,284,189148,2018/4/30 12:24:28
9955,32,High,Male,210,191385,2018/4/30 12:24:28
90,57,High,Male,1879,249977,2018/5/1 12:24:28
495,26,High,Female,254,64293,2018/5/1 12:24:28
1273,21,Low,Male,208,164019,2018/5/1 12:24:28
1739,60,High,Female,115,106850,2018/5/1 12:24:28
2827,27,High,Male,431,217200,2018/5/1 12:24:28
2965,49,High,Female,260,165134,2018/5/1 12:24:28
5286,47,High,Female,337,169092,2018/5/1 12:24:28
6411,41,Low,Female,512,210259,2018/5/1 12:24:28
6729,49,High,Female,246,235683,2018/5/1 12:24:28
7452,56,High,Female,88,85018,2018/5/1 12:24:28
8253,59,High,Female,563,96840,2018/5/1 12:24:28
8450,34,High,Male,1159,154246,2018/5/1 12:24:28
8646,56,High,Male,889,671292,2018/5/1 12:24:28
8751,35,Low,Female,940,180647,2018/5/1 12:24:28
8980,29,High,Male,181,134890,2018/5/1 12:24:28
9025,19,High,Male,555,354104,2018/5/1 12:24:28
9802,38,High,Male,1150,450924,2018/5/1 12:24:28
442,27,High,Male,1292,405855,2018/5/2 12:24:28
1137,30,High,Female,458,205733,2018/5/2 12:24:28
1378,19,High,Male,209,194095,2018/5/2 12:24:28
1441,17,High,Male,1047,333100,2018/5/2 12:24:28
2144,41,High,Male,284,220132,2018/5/2 12:24:28
2185,28,High,Male,1137,183151,2018/5/2 12:24:28
4671,46,Other,Female,547,308334,2018/5/2 12:24:28
5028,35,High,Female,171,170797,2018/5/2 12:24:28
5367,28,High,Male,309,183780,2018/5/2 12:24:28
5523,27,High,Female,368,255582,2018/5/2 12:24:28
6713,22,High,Male,154,137510,2018/5/2 12:24:28
6854,30,Low,Female,961,267161,2018/5/2 12:24:28
7259,60,Low,Male,1301,525878,2018/5/2 12:24:28
7325,42,High,Male,348,227065,2018/5/2 12:24:28
8296,61,High,Male,288,160037,2018/5/2 12:24:28
8732,34,High,Male,192,106014,2018/5/2 12:24:28
9511,29,High,Male,92,87745,2018/5/2 12:24:28
401,34,High,Female,247,227689,2018/5/3 12:24:28
1326,39,High,Male,342,174938,2018/5/3 12:24:28
2161,64,High,Female,417,266080,2018/5/3 12:24:28
4371,38,High,Male,1563,357962,2018/5/3 12:24:28
4565,30,Normal,Male,667,350979,2018/5/3 12:24:28
4910,20,High,Female,342,293136,2018/5/3 12:24:28
6051,41,High,Male,646,82049,2018/5/3 12:24:28
7752,31,High,Male,194,154227,2018/5/3 12:24:28
8335,31,High,Male,2385,369825,2018/5/3 12:24:28
8596,28,High,Male,448,274679,2018/5/3 12:24:28
8653,46,High,Male,367,174426,2018/5/3 12:24:28
9709,44,Low,Male,900,721161,2018/5/3 12:24:28
19,43,High,Female,659,292175,2018/5/4 12:24:28
3471,31,High,Female,715,283268,2018/5/4 12:24:28
5773,46,High,Male,193,192360,2018/5/4 12:24:28
7026,30,High,Male,374,345122,2018/5/4 12:24:28
7037,34,High,Male,662,177675,2018/5/4 12:24:28
7698,27,High,Female,118,109997,2018/5/4 12:24:28
7865,19,High,Male,464,281704,2018/5/4 12:24:28
8144,36,High,Male,1613,343721,2018/5/4 12:24:28
9660,44,High,Male,1584,307468,2018/5/4 12:24:28
462,37,High,Female,152,126708,2018/5/5 12:24:28
1966,49,High,Male,412,168232,2018/5/5 12:24:28
2157,51,High,Male,570,270194,2018/5/5 12:24:28
2249,43,High,Male,205,159549,2018/5/5 12:24:28
2298,58,High,Male,139,131608,2018/5/5 12:24:28
2318,19,High,Female,87,43285,2018/5/5 12:24:28
2419,20,High,Female,205,100188,2018/5/5 12:24:28
2669,24,High,Male,236,145964,2018/5/5 12:24:28
3765,30,High,Male,82,35644,2018/5/5 12:24:28
4407,25,Normal,Female,431,86745,2018/5/5 12:24:28
5060,52,High,Male,387,236180,2018/5/5 12:24:28
5263,42,High,Male,670,67065,2018/5/5 12:24:28
5498,58,High,Male,238,127264,2018/5/5 12:24:28
8041,44,High,Male,461,98779,2018/5/5 12:24:28
9750,46,High,Male,320,276934,2018/5/5 12:24:28
9934,33,High,Male,366,174789,2018/5/5 12:24:28
2224,38,High,Male,607,338320,2018/5/6 12:24:28
4638,34,High,Female,797,317219,2018/5/6 12:24:28
6487,37,High,Male,291,192939,2018/5/6 12:24:28
8911,42,High,Female,60,30424,2018/5/6 12:24:28
9209,33,High,Male,59,50276,2018/5/6 12:24:28
1564,24,High,Male,623,147253,2018/5/7 12:24:28
3577,65,High,Male,572,386672,2018/5/7 12:24:28
3920,39,High,Male,551,153976,2018/5/7 12:24:28
4551,39,Normal,Male,450,247975,2018/5/7 12:24:28
5355,35,High,Female,283,175614,2018/5/7 12:24:28
5923,22,High,Male,392,367655,2018/5/7 12:24:28
8781,34,High,Male,62,56121,2018/5/7 12:24:28
9435,31,High,Male,1016,402361,2018/5/7 12:24:28
9971,56,High,Male,557,146660,2018/5/7 12:24:28
168,18,High,Male,192,25828,2018/5/8 12:24:28
286,25,High,Female,1199,371987,2018/5/8 12:24:28
678,34,High,Female,202,136721,2018/5/8 12:24:28
1681,44,High,Male,405,151504,2018/5/8 12:24:28
1961,23,High,Male,460,120172,2018/5/8 12:24:28
2097,57,High,Female,157,103809,2018/5/8 12:24:28
4287,51,High,Male,273,240358,2018/5/8 12:24:28
5480,54,Low,Male,490,186884,2018/5/8 12:24:28
6864,56,High,Male,1816,290641,2018/5/8 12:24:28
6985,20,Normal,Female,166,112137,2018/5/8 12:24:28
7203,30,High,Male,951,347166,2018/5/8 12:24:28
7450,71,High,Male,265,238479,2018/5/8 12:24:28
206,36,Low,Male,148,128757,2018/5/9 12:24:28
2788,50,High,Male,759,237735,2018/5/9 12:24:28
4200,42,High,Male,458,263608,2018/5/9 12:24:28
4890,18,High,Male,202,194059,2018/5/9 12:24:28
8055,18,High,Male,1236,175648,2018/5/9 12:24:28
9959,39,High,Male,238,152307,2018/5/9 12:24:28
259,45,High,Male,190,98092,2018/5/10 12:24:28
1230,35,High,Male,38,33975,2018/5/10 12:24:28
1698,47,High,Male,469,168191,2018/5/10 12:24:28
4251,28,High,Female,250,212640,2018/5/10 12:24:28
6003,42,High,Male,294,90693,2018/5/10 12:24:28
8159,76,High,Male,2035,225964,2018/5/10 12:24:28
8334,36,High,Female,1187,179358,2018/5/10 12:24:28
9254,20,High,Male,282,262749,2018/5/10 12:24:28
2295,42,High,Male,37,27444,2018/5/11 12:24:28
3003,31,High,Female,555,327825,2018/5/11 12:24:28
3280,43,Low,Male,405,334946,2018/5/11 12:24:28
3656,26,High,Male,820,291968,2018/5/11 12:24:28
4279,35,High,Male,1231,202027,2018/5/11 12:24:28
6311,27,High,Female,169,159724,2018/5/11 12:24:28
6330,34,High,Female,502,269243,2018/5/11 12:24:28
6565,46,High,Female,304,214955,2018/5/11 12:24:28
7157,27,High,Female,314,135520,2018/5/11 12:24:28
7756,41,High,Male,154,116493,2018/5/11 12:24:28
7805,47,High,Male,1332,174533,2018/5/11 12:24:28
8724,49,High,Female,206,173584,2018/5/11 12:24:28
9447,52,High,Male,306,105428,2018/5/11 12:24:28
9585,37,High,Female,158,144322,2018/5/11 12:24:28
9589,37,High,Male,249,212900,2018/5/11 12:24:28
182,30,Low,Male,3046,633742,2018/5/12 12:24:28
936,54,Low,Female,194,166398,2018/5/12 12:24:28
1816,21,High,Male,222,142766,2018/5/12 12:24:28
2851,31,High,Male,1346,407930,2018/5/12 12:24:28
3849,46,High,Male,33,32825,2018/5/12 12:24:28
4463,25,Low,Male,1930,218136,2018/5/12 12:24:28
5653,41,High,Male,154,27444,2018/5/12 12:24:28
6540,48,High,Male,438,240629,2018/5/12 12:24:28
7283,44,Low,Male,1277,254134,2018/5/12 12:24:28
879,23,High,Male,220,205865,2018/5/13 12:24:28
3085,44,High,Male,454,198316,2018/5/13 12:24:28
3105,45,High,Male,313,67716,2018/5/13 12:24:28
3500,46,High,Male,364,189680,2018/5/13 12:24:28
4265,35,High,Male,600,166416,2018/5/13 12:24:28
4616,33,High,Male,187,147654,2018/5/13 12:24:28
5136,65,High,Male,642,226215,2018/5/13 12:24:28
5652,37,High,Male,150,129573,2018/5/13 12:24:28
6522,25,High,Female,303,178505,2018/5/13 12:24:28
7976,42,High,Female,183,132481,2018/5/13 12:24:28
8552,32,High,Male,55,29312,2018/5/13 12:24:28
9045,51,High,Male,423,74160,2018/5/13 12:24:28
1090,43,High,Female,197,182254,2018/5/14 12:24:28
1250,30,High,Male,323,236770,2018/5/14 12:24:28
1298,43,High,Male,206,85995,2018/5/14 12:24:28
3162,39,High,Male,1271,338320,2018/5/14 12:24:28
4001,38,High,Female,321,220421,2018/5/14 12:24:28
6878,60,High,Female,1196,124487,2018/5/14 12:24:28
7009,31,High,Female,258,104509,2018/5/14 12:24:28
7019,21,High,Female,213,212661,2018/5/14 12:24:28
7899,67,High,Male,745,157403,2018/5/14 12:24:28
8269,17,High,Female,177,114420,2018/5/14 12:24:28
9141,32,High,Male,363,208291,2018/5/14 12:24:28
9203,48,High,Male,243,185041,2018/5/14 12:24:28
2083,61,High,Male,341,115023,2018/5/15 12:24:28
2115,41,High,Female,27,22155,2018/5/15 12:24:28
2196,42,High,Male,184,70055,2018/5/15 12:24:28
3324,31,High,Female,658,196788,2018/5/15 12:24:28
7793,28,High,Male,1011,299422,2018/5/15 12:24:28
7813,24,Other,Female,45,39827,2018/5/15 12:24:28
8578,33,High,Male,166,116539,2018/5/15 12:24:28
9298,29,High,Male,2068,217200,2018/5/15 12:24:28
9405,63,High,Male,488,179444,2018/5/15 12:24:28
185,34,Low,Male,340,304030,2018/5/16 12:24:28
822,24,High,Male,189,165474,2018/5/16 12:24:28
2381,34,High,Male,3717,509364,2018/5/16 12:24:28
2394,50,High,Male,271,181139,2018/5/16 12:24:28
2832,40,High,Male,484,335549,2018/5/16 12:24:28
4108,21,High,Male,713,237651,2018/5/16 12:24:28
5814,30,High,Male,47,45796,2018/5/16 12:24:28
6350,37,High,Male,416,305597,2018/5/16 12:24:28
6708,21,High,Male,297,190227,2018/5/16 12:24:28
7226,59,High,Male,394,109638,2018/5/16 12:24:28
7347,22,High,Female,2420,292933,2018/5/16 12:24:28
9079,34,High,Female,206,101345,2018/5/16 12:24:28
2830,28,High,Female,638,157813,2018/5/17 12:24:28
3771,23,High,Female,1687,194096,2018/5/17 12:24:28
4928,46,High,Male,895,148599,2018/5/17 12:24:28
5306,36,Low,Male,689,228190,2018/5/17 12:24:28
7312,39,High,Female,221,46028,2018/5/17 12:24:28
7342,46,High,Male,527,219021,2018/5/17 12:24:28
7775,26,High,Female,1235,202560,2018/5/17 12:24:28
7927,23,Low,Male,317,189830,2018/5/17 12:24:28
8826,57,High,Male,1079,173832,2018/5/17 12:24:28
42,24,High,Male,492,172987,2018/5/18 12:24:28
233,59,High,Male,633,268700,2018/5/18 12:24:28
758,32,High,Female,1008,283268,2018/5/18 12:24:28
1582,33,High,Male,176,149184,2018/5/18 12:24:28
2068,28,High,Female,3084,308493,2018/5/18 12:24:28
2653,33,High,Male,155,91964,2018/5/18 12:24:28
2800,23,High,Male,1096,325596,2018/5/18 12:24:28
3406,50,High,Male,135,93690,2018/5/18 12:24:28
6794,51,High,Male,71,69328,2018/5/18 12:24:28
7904,55,High,Female,365,175942,2018/5/18 12:24:28
8741,58,High,Female,378,372181,2018/5/18 12:24:28
117,49,Low,Male,256,197371,2018/5/19 12:24:28
573,58,High,Female,777,283635,2018/5/19 12:24:28
1319,29,Low,Female,704,285290,2018/5/19 12:24:28
2281,31,High,Female,182,118901,2018/5/19 12:24:28
2459,55,High,Male,445,66356,2018/5/19 12:24:28
2797,39,Low,Male,2314,548510,2018/5/19 12:24:28
5398,56,High,Female,145,28729,2018/5/19 12:24:28
9235,63,High,Male,203,186809,2018/5/19 12:24:28
23,43,High,Male,266,117037,2018/5/20 12:24:28
253,42,Normal,Male,1882,303044,2018/5/20 12:24:28
940,44,High,Male,477,325159,2018/5/20 12:24:28
1597,58,High,Female,271,211547,2018/5/20 12:24:28
2577,41,High,Male,296,183203,2018/5/20 12:24:28
2646,51,High,Male,340,237735,2018/5/20 12:24:28
2966,35,High,Male,1287,361888,2018/5/20 12:24:28
4247,49,High,Male,205,200471,2018/5/20 12:24:28
4981,29,High,Male,286,103111,2018/5/20 12:24:28
9306,31,High,Female,210,210008,2018/5/20 12:24:28
9762,32,High,Female,413,191856,2018/5/20 12:24:28
9,31,High,Female,143,45781,2018/5/21 12:24:28
176,21,Low,Male,348,312956,2018/5/21 12:24:28
1558,44,High,Male,704,216907,2018/5/21 12:24:28
1901,47,High,Male,201,162034,2018/5/21 12:24:28
5464,25,Low,Female,256,222254,2018/5/21 12:24:28
5558,35,High,Male,746,204527,2018/5/21 12:24:28
5673,26,High,Male,209,34110,2018/5/21 12:24:28
6053,57,High,Male,213,140319,2018/5/21 12:24:28
6663,39,High,Male,121,86551,2018/5/21 12:24:28
7251,58,High,Male,277,175127,2018/5/21 12:24:28
913,25,High,Male,195,98155,2018/5/22 12:24:28
1989,39,High,Male,686,192337,2018/5/22 12:24:28
2733,48,High,Male,738,121124,2018/5/22 12:24:28
4261,41,High,Male,421,221947,2018/5/22 12:24:28
4404,56,High,Male,357,184553,2018/5/22 12:24:28
5130,36,High,Female,481,135293,2018/5/22 12:24:28
5589,46,High,Male,77,31141,2018/5/22 12:24:28
6122,33,High,Female,307,207267,2018/5/22 12:24:28
6139,28,High,Male,396,119793,2018/5/22 12:24:28
7728,39,High,Male,439,86551,2018/5/22 12:24:28
9492,39,Low,Female,311,141802,2018/5/22 12:24:28
980,51,High,Female,206,122159,2018/5/23 12:24:28
1794,73,High,Male,302,232871,2018/5/23 12:24:28
1895,38,High,Male,488,187046,2018/5/23 12:24:28
4785,53,High,Male,30,29658,2018/5/23 12:24:28
4991,53,High,Female,306,144586,2018/5/23 12:24:28
5596,50,High,Male,344,96586,2018/5/23 12:24:28
986,56,High,Male,193,112840,2018/5/24 12:24:28
1024,32,Low,Female,282,206365,2018/5/24 12:24:28
5122,32,High,Female,215,134886,2018/5/24 12:24:28
7489,34,Low,Male,67,52537,2018/5/24 12:24:28
9471,42,High,Male,792,351161,2018/5/24 12:24:28
580,21,High,Female,205,197747,2018/5/25 12:24:28
1786,28,High,Male,207,186792,2018/5/25 12:24:28
2329,36,High,Male,418,64875,2018/5/25 12:24:28
5147,63,High,Male,739,275034,2018/5/25 12:24:28
6117,60,High,Male,272,153072,2018/5/25 12:24:28
7195,41,High,Male,1180,227890,2018/5/25 12:24:28
7738,59,High,Male,102,99248,2018/5/25 12:24:28
8875,59,High,Male,272,124771,2018/5/25 12:24:28
9902,25,High,Female,1437,419658,2018/5/25 12:24:28
9953,29,Low,Male,539,199499,2018/5/25 12:24:28
85,53,High,Female,605,346253,2018/5/26 12:24:28
217,45,High,Male,112,109434,2018/5/26 12:24:28
1076,30,High,Male,621,241259,2018/5/26 12:24:28
2104,42,High,Female,256,193626,2018/5/26 12:24:28
2974,38,High,Female,230,34996,2018/5/26 12:24:28
3886,45,High,Male,177,145697,2018/5/26 12:24:28
4098,29,High,Male,294,205903,2018/5/26 12:24:28
4523,18,High,Male,456,301948,2018/5/26 12:24:28
7430,26,High,Female,1510,515025,2018/5/26 12:24:28
7908,51,High,Male,210,190333,2018/5/26 12:24:28
9157,72,High,Male,36,33608,2018/5/26 12:24:28
359,62,High,Male,744,270092,2018/5/27 12:24:28
761,47,High,Female,577,106252,2018/5/27 12:24:28
888,40,High,Male,322,170108,2018/5/27 12:24:28
1957,26,High,Male,131,122999,2018/5/27 12:24:28
2482,52,High,Female,205,163027,2018/5/27 12:24:28
4100,30,High,Male,501,219838,2018/5/27 12:24:28
4531,43,Low,Female,144,122975,2018/5/27 12:24:28
5336,35,High,Male,657,275364,2018/5/27 12:24:28
5458,33,High,Female,273,198183,2018/5/27 12:24:28
7105,22,High,Female,2484,335453,2018/5/27 12:24:28
8986,37,Other,Male,454,268598,2018/5/27 12:24:28
9054,77,High,Male,46,28678,2018/5/27 12:24:28
9248,27,High,Male,594,340269,2018/5/27 12:24:28
309,34,Normal,Male,677,142897,2018/5/28 12:24:28
1947,50,High,Male,471,147629,2018/5/28 12:24:28
4515,24,High,Male,3058,403671,2018/5/28 12:24:28
4682,69,High,Female,1039,628797,2018/5/28 12:24:28
5097,17,Low,Male,273,127003,2018/5/28 12:24:28
5108,47,High,Male,298,190139,2018/5/28 12:24:28
5767,49,High,Male,142,59612,2018/5/28 12:24:28
5962,51,Low,Male,371,319054,2018/5/28 12:24:28
8409,29,High,Male,406,246974,2018/5/28 12:24:28
9723,45,High,Male,352,188950,2018/5/28 12:24:28
1508,47,High,Female,395,141483,2018/5/29 12:24:28
1886,65,High,Female,39,27012,2018/5/29 12:24:28
1955,35,High,Male,683,330664,2018/5/29 12:24:28
2306,23,Normal,Male,287,243190,2018/5/29 12:24:28
3342,38,High,Male,451,348739,2018/5/29 12:24:28
3603,45,Normal,Male,492,304570,2018/5/29 12:24:28
4490,48,High,Male,1210,377757,2018/5/29 12:24:28
7651,34,High,Female,756,340458,2018/5/29 12:24:28
8056,23,High,Male,99,82998,2018/5/29 12:24:28
9181,36,High,Male,339,257942,2018/5/29 12:24:28
2591,41,High,Male,643,304906,2018/5/30 12:24:28
3166,28,Low,Male,444,430084,2018/5/30 12:24:28
3724,37,High,Male,548,291518,2018/5/30 12:24:28
7856,43,High,Male,2449,972354,2018/5/30 12:24:28
8011,34,High,Female,261,183473,2018/5/30 12:24:28
8200,48,High,Female,217,99086,2018/5/30 12:24:28
8306,24,High,Male,473,153082,2018/5/30 12:24:28
471,67,High,Female,132,49401,2018/5/31 12:24:28
810,56,High,Male,516,186556,2018/5/31 12:24:28
6119,71,High,Male,343,163293,2018/5/31 12:24:28
6309,57,High,Male,818,174353,2018/5/31 12:24:28
6619,47,High,Female,792,454989,2018/5/31 12:24:28
6904,47,High,Female,173,126204,2018/5/31 12:24:28
7114,67,High,Male,720,226092,2018/5/31 12:24:28
8435,29,High,Male,1093,229729,2018/5/31 12:24:28
1542,44,Low,Male,377,139338,2018/6/1 12:24:28
1869,27,High,Male,1230,263431,2018/6/1 12:24:28
2562,41,High,Male,260,168071,2018/6/1 12:24:28
3266,43,High,Female,294,220589,2018/6/1 12:24:28
4905,49,High,Male,350,142287,2018/6/1 12:24:28
5687,30,High,Male,83,72630,2018/6/1 12:24:28
5931,44,High,Female,377,112797,2018/6/1 12:24:28
6270,34,High,Female,63,41809,2018/6/1 12:24:28
7630,44,High,Female,338,212888,2018/6/1 12:24:28
8348,82,High,Male,404,152148,2018/6/1 12:24:28
9360,55,High,Male,537,172666,2018/6/1 12:24:28
9445,41,High,Male,282,195661,2018/6/1 12:24:28
535,34,Low,Female,198,190027,2018/6/2 12:24:28
1058,36,High,Male,38,29984,2018/6/2 12:24:28
1353,51,High,Female,255,203435,2018/6/2 12:24:28
1809,19,High,Male,307,263338,2018/6/2 12:24:28
4667,22,High,Female,78,74631,2018/6/2 12:24:28
5831,19,High,Male,152,121240,2018/6/2 12:24:28
6910,64,High,Male,140,92115,2018/6/2 12:24:28
7024,45,High,Male,107,40666,2018/6/2 12:24:28
7888,46,High,Male,900,459189,2018/6/2 12:24:28
7950,47,High,Female,284,114770,2018/6/2 12:24:28
8058,20,High,Male,419,263498,2018/6/2 12:24:28
9951,32,High,Male,578,339773,2018/6/2 12:24:28
518,24,Low,Male,1591,248344,2018/6/3 12:24:28
1112,45,High,Female,244,170915,2018/6/3 12:24:28
1545,25,High,Male,467,352057,2018/6/3 12:24:28
1678,17,High,Female,143,103851,2018/6/3 12:24:28
2139,66,High,Male,231,117778,2018/6/3 12:24:28
3388,19,High,Female,68,25429,2018/6/3 12:24:28
3452,27,High,Female,169,39665,2018/6/3 12:24:28
3652,35,High,Female,1593,267776,2018/6/3 12:24:28
5677,49,High,Male,204,200471,2018/6/3 12:24:28
7306,36,High,Male,204,191161,2018/6/3 12:24:28
7953,34,High,Female,1716,176831,2018/6/3 12:24:28
8884,25,High,Male,196,57512,2018/6/3 12:24:28
534,31,High,Female,49,41493,2018/6/4 12:24:28
800,33,High,Male,510,169879,2018/6/4 12:24:28
1071,43,High,Female,264,173728,2018/6/4 12:24:28
1183,39,High,Male,252,33886,2018/6/4 12:24:28
3072,39,High,Male,320,278187,2018/6/4 12:24:28
3256,27,High,Male,847,192384,2018/6/4 12:24:28
4101,28,High,Female,28,19395,2018/6/4 12:24:28
7262,40,High,Female,207,42703,2018/6/4 12:24:28
8557,31,High,Female,758,200192,2018/6/4 12:24:28
8668,27,High,Male,2148,442612,2018/6/4 12:24:28
8785,29,Low,Female,421,190350,2018/6/4 12:24:28
8793,34,High,Male,618,97723,2018/6/4 12:24:28
9293,32,High,Male,182,168854,2018/6/4 12:24:28
9969,71,High,Male,278,179574,2018/6/4 12:24:28
22,35,Low,Male,78,76845,2018/6/5 12:24:28
211,37,High,Male,538,208358,2018/6/5 12:24:28
1649,43,High,Male,290,184378,2018/6/5 12:24:28
2266,31,High,Male,580,219509,2018/6/5 12:24:28
3042,27,High,Female,2413,301654,2018/6/5 12:24:28
3043,35,High,Male,599,376455,2018/6/5 12:24:28
3068,22,Low,Female,852,175586,2018/6/5 12:24:28
3110,37,High,Female,1074,334314,2018/6/5 12:24:28
3450,59,High,Male,153,146391,2018/6/5 12:24:28
3845,51,High,Male,922,116286,2018/6/5 12:24:28
4285,30,High,Male,877,195750,2018/6/5 12:24:28
4383,58,High,Male,267,218281,2018/6/5 12:24:28
5219,38,High,Male,311,161141,2018/6/5 12:24:28
5585,57,High,Male,172,138892,2018/6/5 12:24:28
6902,54,High,Male,258,124963,2018/6/5 12:24:28
9996,22,Other,Male,616,347803,2018/6/5 12:24:28
382,36,High,Female,151,117312,2018/6/6 12:24:28
949,33,High,Male,806,123424,2018/6/6 12:24:28
2484,57,High,Male,111,73309,2018/6/6 12:24:28
2746,20,High,Male,827,436253,2018/6/6 12:24:28
4125,18,High,Female,67,41794,2018/6/6 12:24:28
4685,23,Other,Male,589,260019,2018/6/6 12:24:28
9005,59,High,Male,470,232672,2018/6/6 12:24:28
819,62,High,Female,221,174355,2018/6/7 12:24:28
1016,56,High,Male,449,169133,2018/6/7 12:24:28
1075,31,High,Male,1051,232475,2018/6/7 12:24:28
1355,49,High,Female,428,257764,2018/6/7 12:24:28
1613,51,High,Male,339,126010,2018/6/7 12:24:28
1754,71,High,Male,983,105200,2018/6/7 12:24:28
2877,31,High,Male,82,59083,2018/6/7 12:24:28
3519,25,High,Female,1054,251915,2018/6/7 12:24:28
7300,35,High,Male,439,226789,2018/6/7 12:24:28
8659,50,High,Male,185,108435,2018/6/7 12:24:28
9812,49,High,Male,746,151584,2018/6/7 12:24:28
1562,52,High,Male,549,208137,2018/6/8 12:24:28
1591,46,High,Male,287,273771,2018/6/8 12:24:28
2624,32,High,Female,160,115631,2018/6/8 12:24:28
3200,32,Low,Male,500,53042,2018/6/8 12:24:28
4589,28,High,Male,1577,176683,2018/6/8 12:24:28
4840,33,Low,Female,557,159548,2018/6/8 12:24:28
6236,43,High,Male,312,102180,2018/6/8 12:24:28
8216,27,High,Male,303,225142,2018/6/8 12:24:28
9454,27,Other,Male,1279,244315,2018/6/8 12:24:28
222,54,Low,Male,189,176681,2018/6/9 12:24:28
409,24,Low,Female,257,241951,2018/6/9 12:24:28
1644,47,High,Male,300,198901,2018/6/9 12:24:28
1967,31,Low,Female,708,348491,2018/6/9 12:24:28
3308,33,High,Female,321,262439,2018/6/9 12:24:28
3897,46,High,Female,339,295791,2018/6/9 12:24:28
4243,59,High,Male,326,168569,2018/6/9 12:24:28
4391,39,High,Male,196,185099,2018/6/9 12:24:28
7090,39,High,Female,93,85319,2018/6/9 12:24:28
7458,31,High,Male,138,108464,2018/6/9 12:24:28
8392,47,High,Female,47,44216,2018/6/9 12:24:28
9873,61,High,Female,951,231183,2018/6/9 12:24:28
400,50,High,Male,895,288353,2018/6/10 12:24:28
1504,59,High,Female,724,284834,2018/6/10 12:24:28
1642,44,High,Male,962,120277,2018/6/10 12:24:28
2999,42,High,Male,295,187702,2018/6/10 12:24:28
3539,23,High,Female,762,580248,2018/6/10 12:24:28
4950,26,High,Male,1097,245880,2018/6/10 12:24:28
6688,20,High,Female,407,221661,2018/6/10 12:24:28
6817,33,High,Male,433,222654,2018/6/10 12:24:28
6936,22,Normal,Female,358,227994,2018/6/10 12:24:28
7829,22,High,Male,1024,208946,2018/6/10 12:24:28
559,24,Low,Female,187,82804,2018/6/11 12:24:28
886,37,High,Male,302,183800,2018/6/11 12:24:28
1652,39,High,Female,85,71701,2018/6/11 12:24:28
1702,42,High,Female,279,190767,2018/6/11 12:24:28
2026,41,High,Male,351,113597,2018/6/11 12:24:28
2714,38,High,Male,284,236391,2018/6/11 12:24:28
3384,34,High,Male,482,340940,2018/6/11 12:24:28
3645,18,High,Female,114,107277,2018/6/11 12:24:28
5063,39,High,Male,1127,225544,2018/6/11 12:24:28
5356,31,Low,Male,1059,235237,2018/6/11 12:24:28
8231,20,High,Male,359,172232,2018/6/11 12:24:28
8356,37,High,Female,355,155064,2018/6/11 12:24:28
984,47,High,Male,1053,192835,2018/6/12 12:24:28
1017,30,Low,Male,683,201624,2018/6/12 12:24:28
1695,24,Normal,Male,331,67222,2018/6/12 12:24:28
2744,32,High,Female,1758,566117,2018/6/12 12:24:28
3331,35,High,Male,204,102976,2018/6/12 12:24:28
4493,20,Normal,Female,230,70240,2018/6/12 12:24:28
5622,76,High,Male,346,173542,2018/6/12 12:24:28
5992,22,High,Female,212,203240,2018/6/12 12:24:28
6126,33,High,Female,267,195488,2018/6/12 12:24:28
6266,25,High,Female,36,25249,2018/6/12 12:24:28
6736,59,High,Male,331,325732,2018/6/12 12:24:28
8070,45,High,Male,163,114032,2018/6/12 12:24:28
9780,47,High,Male,340,285060,2018/6/12 12:24:28
9806,65,High,Female,598,243569,2018/6/12 12:24:28
9858,33,Low,Female,81,73296,2018/6/12 12:24:28
159,42,Low,Male,280,228456,2018/6/13 12:24:28
4266,58,High,Female,159,142158,2018/6/13 12:24:28
7354,34,Low,Male,1233,434292,2018/6/13 12:24:28
1176,51,High,Male,201,165637,2018/6/14 12:24:28
1611,31,Other,Female,1186,175548,2018/6/14 12:24:28
2302,65,High,Male,439,139272,2018/6/14 12:24:28
4362,19,,Female,807,406078,2018/6/14 12:24:28
4791,31,High,Male,951,345497,2018/6/14 12:24:28
6947,38,High,Male,945,342448,2018/6/14 12:24:28
7158,30,High,Male,970,121308,2018/6/14 12:24:28
7433,29,Normal,Male,897,337505,2018/6/14 12:24:28
9225,36,Low,Female,752,118909,2018/6/14 12:24:28
2110,20,Normal,Female,401,81853,2018/6/15 12:24:28
2909,34,Low,Male,567,511361,2018/6/15 12:24:28
3593,44,High,Female,449,378251,2018/6/15 12:24:28
3633,51,High,Male,264,255412,2018/6/15 12:24:28
